meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min
Control Soup,Mexican,Snack,Keto,381,79.6,25.6,35.1,27.7,9.4,883,132,344,Steamed,38,63
Mouth Stew,Mexican,Dinner,Vegan,410,61.0,69.6,17.1,29.0,37.9,288,287,489,Grilled,12,59
Wish Wrap,Thai,Breakfast,Vegan,682,64.4,105.7,36.9,2.8,21.7,1559,22,368,Roasted,23,20
Sense Rice,American,Breakfast,Vegetarian,218,68.3,24.6,33.6,18.4,31.7,584,84,485,Roasted,24,7
Bed Rice,Mediterranean,Breakfast,Paleo,880,5.6,13.8,5.8,16.9,12.3,188,290,327,Steamed,32,38
Animal Pasta,Mexican,Dinner,Balanced,328,60.2,40.9,2.7,9.9,5.3,799,136,383,Raw,39,20
Rather Salad,Mexican,Dinner,Paleo,1034,27.0,135.5,0.9,26.9,48.9,898,20,136,Boiled,5,113
Detail Salad,Thai,Dinner,Balanced,359,78.4,85.9,56.7,22.2,22.4,1844,4,213,Baked,11,39
You Rice,Mexican,Breakfast,Vegan,991,49.1,146.1,45.7,20.3,9.5,2021,129,492,Raw,51,20
Two Rice,American,Breakfast,Low-Carb,593,50.1,26.3,23.1,1.2,0.1,463,251,442,Raw,46,74
Series Salad,American,Dinner,Balanced,871,5.0,54.0,51.4,9.8,34.5,1394,78,485,Roasted,18,53
Evidence Pasta,Japanese,Dinner,Low-Carb,189,79.8,33.1,23.2,13.1,10.0,2458,244,114,Raw,25,61
Protect Rice,Mexican,Snack,Balanced,1003,71.5,119.7,57.4,19.9,37.0,1821,218,245,Baked,14,107
Major Curry,American,Snack,Paleo,421,76.2,47.8,56.0,13.6,16.9,1698,265,326,Grilled,47,11
Attack Stew,Italian,Dinner,Keto,1064,15.6,58.6,5.9,14.3,36.2,95,55,428,Boiled,40,109
Operation Wrap,Mexican,Dinner,Low-Carb,911,9.2,38.3,52.5,20.8,7.3,1615,296,275,Steamed,49,6
Hour Sandwich,Thai,Lunch,Vegan,968,5.1,114.3,34.9,4.7,31.9,938,184,184,Grilled,59,45
Race Salad,Thai,Snack,Paleo,216,20.3,62.0,15.5,12.5,22.9,982,210,178,Baked,47,12
Say Rice,Mexican,Dinner,Vegetarian,229,35.7,67.9,47.5,22.2,42.4,846,298,397,Baked,36,31
Last Wrap,Mediterranean,Snack,Low-Carb,645,36.8,39.6,26.6,18.0,31.5,2048,220,393,Boiled,12,46
Likely Curry,Japanese,Snack,Paleo,1012,49.4,84.9,45.9,1.4,29.3,711,67,139,Baked,19,51
Staff Sandwich,Indian,Snack,Low-Carb,188,7.1,121.1,15.7,2.9,31.9,1030,124,238,Steamed,21,18
Until Sandwich,American,Snack,Low-Carb,374,60.5,58.3,34.2,1.4,0.7,427,145,330,Boiled,37,13
Company Curry,Mediterranean,Lunch,Low-Carb,803,69.1,70.4,34.3,13.5,0.6,1451,157,446,Fried,29,28
Once Wrap,American,Lunch,Vegetarian,434,51.8,7.2,50.8,14.4,10.6,1790,259,361,Fried,58,110
Thousand Rice,Mexican,Lunch,Balanced,996,15.8,77.0,18.3,11.0,36.0,1812,233,481,Grilled,45,42
Teacher Curry,Italian,Breakfast,Vegan,173,31.0,65.3,18.9,26.1,27.4,765,71,363,Baked,6,111
Control Soup,Thai,Snack,Balanced,382,51.8,0.7,43.5,2.3,42.8,1074,76,135,Raw,47,81
Still Stew,Mexican,Dinner,Keto,642,39.3,15.8,50.8,24.7,4.2,609,195,230,Boiled,15,38
Pressure Salad,Thai,Breakfast,Vegetarian,478,79.8,134.2,38.1,5.5,31.8,2037,11,152,Grilled,50,97
Prove Stew,Indian,Snack,Balanced,1014,18.9,4.2,5.0,26.3,30.0,1750,242,445,Grilled,50,10
Need Pasta,Mediterranean,Breakfast,Balanced,1077,72.6,71.7,48.3,30.0,15.4,1034,238,299,Steamed,15,42
Wife Pasta,Japanese,Dinner,Keto,988,74.0,124.3,38.2,16.6,29.1,1630,292,482,Grilled,46,18
Evidence Pasta,Thai,Dinner,Vegan,924,57.6,77.0,56.6,12.1,4.8,1358,213,312,Baked,18,51
Food Curry,Mediterranean,Lunch,Keto,1094,53.5,102.4,6.9,22.5,33.3,81,47,496,Baked,28,88
Guess Sandwich,Mexican,Dinner,Vegan,919,8.3,135.5,48.2,22.0,3.1,1744,171,150,Roasted,43,64
Fund Pasta,Mexican,Dinner,Vegetarian,876,38.4,109.8,4.0,12.4,21.0,1264,205,105,Raw,50,14
Stock Rice,Thai,Lunch,Balanced,971,70.3,64.9,35.9,17.9,44.2,509,237,231,Boiled,18,78
Experience Soup,Indian,Dinner,Vegan,702,58.2,79.4,0.7,26.9,42.5,2066,132,282,Baked,30,52
Owner Curry,American,Snack,Paleo,789,10.0,141.9,25.4,6.4,19.6,1247,119,452,Grilled,20,74
Use Wrap,Mediterranean,Breakfast,Low-Carb,125,44.3,128.3,4.9,18.3,30.8,1258,133,258,Steamed,54,79
Cultural Wrap,Mediterranean,Breakfast,Paleo,276,65.0,38.8,38.1,17.4,32.0,816,91,224,Roasted,39,50
Effect Sandwich,Japanese,Breakfast,Low-Carb,642,14.9,141.2,15.7,22.9,15.5,1456,47,206,Boiled,57,111
Current Stew,Mexican,Lunch,Vegetarian,1154,59.5,25.1,24.3,13.6,32.4,954,219,318,Fried,52,65
Record Salad,Mexican,Breakfast,Paleo,647,28.1,113.5,48.6,7.8,30.9,1380,229,414,Fried,32,93
Style Rice,Italian,Dinner,Balanced,266,77.2,4.2,6.4,10.3,45.5,1329,159,455,Roasted,31,96
Return Wrap,Thai,Lunch,Vegan,1103,73.4,90.4,3.3,17.6,43.1,434,203,332,Baked,56,72
Time Soup,Italian,Snack,Vegan,561,28.9,7.5,57.8,11.3,0.4,2125,90,154,Baked,56,35
Trouble Stew,American,Breakfast,Keto,1013,40.4,23.6,58.6,21.6,16.8,135,96,254,Raw,16,20
Whether Soup,Mediterranean,Lunch,Paleo,755,78.8,20.6,15.2,14.6,33.4,1661,105,181,Fried,56,70
Opportunity Wrap,Mediterranean,Lunch,Paleo,342,24.7,148.9,0.5,26.2,5.6,215,190,429,Baked,37,120
Design Salad,Mediterranean,Dinner,Vegetarian,524,79.9,85.1,38.9,6.1,40.7,1800,14,417,Grilled,24,79
Theory Wrap,Mexican,Snack,Paleo,542,38.9,60.8,24.2,6.2,23.4,2386,125,101,Grilled,12,62
Teacher Curry,Mexican,Dinner,Vegan,752,7.6,148.2,51.4,25.2,36.5,2338,289,452,Boiled,39,79
Cost Rice,Japanese,Dinner,Low-Carb,1045,12.8,117.1,9.6,14.6,16.7,1175,215,335,Steamed,11,113
Around Sandwich,Indian,Snack,Vegan,693,45.5,143.3,43.3,11.5,22.8,1488,245,324,Baked,9,27
Tell Stew,Thai,Lunch,Keto,187,45.5,23.2,36.1,25.8,11.3,421,155,403,Baked,51,43
Civil Soup,Mediterranean,Dinner,Vegetarian,1071,60.5,141.5,24.7,20.9,5.1,307,221,454,Grilled,9,105
Part Wrap,Indian,Dinner,Paleo,631,45.9,54.1,42.2,20.7,21.5,2138,110,485,Boiled,31,52
In Soup,Indian,Dinner,Paleo,157,34.7,135.7,11.7,1.2,45.3,1137,281,412,Steamed,57,85
Good Pasta,Indian,Breakfast,Paleo,1131,24.3,48.1,11.1,19.3,5.0,1542,46,183,Roasted,57,19
New Sandwich,Chinese,Dinner,Vegan,1023,73.8,31.2,3.3,2.9,23.5,1338,146,482,Grilled,13,104
Price Sandwich,Indian,Snack,Vegan,164,27.1,43.4,40.2,16.5,6.1,1532,160,416,Raw,42,109
Tell Soup,Indian,Dinner,Vegan,181,19.3,82.5,50.4,20.6,1.9,2295,31,154,Grilled,18,14
Mouth Pasta,Mexican,Snack,Low-Carb,1126,42.6,102.9,2.4,7.6,33.3,1126,15,384,Raw,56,104
During Soup,Indian,Breakfast,Low-Carb,120,68.0,39.4,43.3,24.4,5.3,1774,67,368,Steamed,13,21
Human Curry,Chinese,Snack,Paleo,116,13.2,124.4,4.3,17.9,24.1,1984,88,254,Raw,42,17
Say Curry,Japanese,Dinner,Low-Carb,213,52.7,134.2,41.3,20.5,29.4,1260,67,367,Roasted,26,64
Prevent Wrap,Chinese,Snack,Vegetarian,323,58.1,21.6,0.9,5.4,38.4,651,219,332,Raw,54,52
First Rice,Chinese,Dinner,Balanced,335,55.0,118.6,22.4,24.3,22.7,928,139,285,Grilled,24,53
Painting Wrap,Indian,Dinner,Vegan,851,35.8,111.0,47.9,24.6,19.2,2247,236,314,Grilled,21,111
Once Rice,American,Breakfast,Vegetarian,244,13.8,36.9,15.3,4.0,29.0,1521,196,265,Baked,38,86
At Sandwich,American,Lunch,Low-Carb,533,51.3,1.5,11.1,0.3,10.3,1581,232,358,Raw,20,41
Mr Wrap,Italian,Snack,Vegan,766,31.5,102.9,55.8,16.0,14.4,817,157,317,Grilled,39,81
Century Sandwich,Thai,Dinner,Balanced,582,58.1,95.1,14.6,4.7,13.5,86,143,472,Boiled,38,5
Hour Rice,Indian,Lunch,Low-Carb,1020,69.7,24.3,47.2,20.5,34.6,108,68,371,Baked,16,36
Hour Rice,Japanese,Dinner,Vegan,194,37.3,113.8,31.8,7.3,31.6,509,221,277,Baked,26,61
Next Stew,Mediterranean,Breakfast,Vegetarian,727,16.3,108.7,45.6,3.9,5.0,375,221,157,Grilled,24,8
Leg Wrap,Chinese,Snack,Vegan,1017,18.5,59.7,19.9,29.4,1.0,1726,193,252,Raw,54,61
Break Wrap,Mediterranean,Breakfast,Balanced,278,49.3,130.2,43.6,15.0,12.9,286,246,351,Baked,23,39
Wife Soup,Japanese,Snack,Vegetarian,544,30.8,138.8,16.2,24.3,9.0,993,241,194,Baked,24,118
Investment Rice,Mexican,Snack,Low-Carb,305,5.3,33.4,50.3,25.4,21.2,971,234,371,Roasted,24,47
Trade Rice,Japanese,Dinner,Vegan,1077,28.5,70.7,29.2,24.1,45.0,1642,4,396,Steamed,21,32
Year Pasta,Mediterranean,Lunch,Vegan,494,50.4,32.6,12.1,29.7,2.3,699,162,132,Steamed,43,92
Crime Stew,Mexican,Breakfast,Low-Carb,339,71.2,9.2,4.3,25.5,17.9,2396,250,105,Raw,12,58
Writer Soup,Thai,Dinner,Balanced,878,15.1,8.8,47.2,21.3,7.8,211,177,441,Steamed,11,84
Politics Sandwich,Mediterranean,Snack,Keto,658,49.0,126.3,54.4,25.2,39.5,866,250,224,Steamed,50,11
Share Soup,Japanese,Dinner,Low-Carb,651,42.3,33.4,13.1,1.2,44.5,1992,264,326,Roasted,55,39
Focus Rice,Indian,Breakfast,Keto,887,5.3,27.1,35.7,27.5,45.5,138,31,365,Raw,11,89
Mission Pasta,Mexican,Lunch,Paleo,328,37.2,45.2,17.6,24.5,48.2,1271,109,211,Fried,26,95
Few Salad,Indian,Lunch,Low-Carb,589,76.6,79.6,37.7,21.7,34.6,775,31,110,Grilled,48,17
Produce Pasta,Italian,Breakfast,Low-Carb,1047,18.7,34.1,43.2,18.7,34.8,1842,110,259,Grilled,42,109
It Salad,Mediterranean,Breakfast,Low-Carb,425,10.6,54.9,41.1,25.9,19.4,507,270,440,Roasted,12,69
Better Salad,Indian,Lunch,Keto,883,74.3,62.4,29.4,10.1,8.5,1544,151,193,Roasted,16,114
Require Sandwich,American,Lunch,Paleo,624,75.6,78.0,17.5,4.7,36.1,1429,6,473,Baked,8,45
Write Curry,Chinese,Lunch,Keto,748,33.1,22.8,6.0,7.1,5.7,466,222,473,Fried,44,53
From Salad,Italian,Snack,Balanced,1127,72.6,52.0,56.3,11.7,12.8,1721,38,312,Roasted,40,70
Resource Rice,Japanese,Dinner,Balanced,335,41.4,105.8,36.9,5.5,17.7,1172,67,332,Boiled,23,113
Pick Salad,Mexican,Breakfast,Keto,150,9.7,42.0,3.2,22.4,18.5,1849,47,257,Roasted,53,64
Account Pasta,Indian,Snack,Low-Carb,551,51.8,0.4,6.7,12.7,6.3,2053,46,340,Grilled,19,101
Trip Salad,Chinese,Breakfast,Keto,531,52.6,74.1,4.3,27.2,2.8,648,102,389,Roasted,11,45
Study Curry,Japanese,Breakfast,Low-Carb,230,69.0,74.6,3.1,30.0,38.9,2058,105,281,Baked,34,75
Something Pasta,Japanese,Lunch,Low-Carb,568,47.8,50.6,55.5,1.0,43.4,395,169,400,Fried,59,116
Reflect Wrap,Mediterranean,Snack,Keto,1178,21.1,39.7,56.7,26.4,13.6,1995,253,227,Boiled,27,113
During Soup,Indian,Dinner,Vegan,285,46.3,22.4,52.5,1.7,38.2,298,38,321,Grilled,38,51
Than Soup,Indian,Lunch,Paleo,829,28.9,27.1,32.5,12.1,19.6,1709,268,413,Boiled,19,101
Thousand Soup,Japanese,Lunch,Low-Carb,1005,69.8,25.9,53.6,25.8,27.8,1510,74,489,Grilled,41,70
Democratic Curry,American,Snack,Keto,965,57.4,85.0,26.5,3.3,45.6,1889,6,349,Fried,41,107
Really Pasta,American,Snack,Balanced,1185,32.9,84.2,48.3,10.8,48.1,860,63,366,Steamed,17,104
All Soup,Chinese,Dinner,Paleo,353,19.2,58.7,49.5,19.2,40.4,133,292,394,Grilled,10,108
Step Soup,American,Snack,Vegan,350,9.2,112.5,12.7,9.7,13.3,1728,114,343,Roasted,49,92
Specific Rice,Japanese,Breakfast,Paleo,252,64.1,49.4,22.6,2.6,30.5,774,142,134,Raw,60,24
Quality Stew,Japanese,Dinner,Keto,758,40.5,3.1,40.0,5.9,47.8,1601,70,211,Raw,44,63
Bag Rice,American,Snack,Vegetarian,285,37.4,59.9,44.3,22.0,0.2,1863,160,458,Fried,51,45
Benefit Sandwich,Thai,Lunch,Keto,299,58.6,19.6,13.1,20.3,17.2,183,205,469,Fried,18,9
Learn Rice,Italian,Snack,Balanced,591,13.2,110.7,14.1,6.1,13.6,2213,0,326,Boiled,24,56
Newspaper Wrap,Indian,Breakfast,Balanced,177,10.2,57.9,0.1,16.0,4.5,933,289,341,Fried,45,86
Which Curry,Mediterranean,Breakfast,Vegan,278,49.1,134.4,40.7,2.7,32.7,1898,197,376,Steamed,22,21
Statement Wrap,Chinese,Breakfast,Keto,152,55.3,28.2,51.0,11.9,49.7,1150,244,124,Boiled,50,42
Nice Wrap,American,Lunch,Balanced,260,5.8,99.4,32.6,3.5,3.8,2221,172,318,Fried,51,101
Between Stew,Mexican,Lunch,Low-Carb,1098,15.6,54.4,36.9,16.5,12.6,1816,12,376,Boiled,57,89
Should Wrap,Thai,Snack,Vegetarian,1031,74.9,103.4,44.6,16.2,10.1,62,115,313,Boiled,5,55
Policy Wrap,Mediterranean,Snack,Keto,493,6.0,87.8,43.3,14.7,3.8,961,149,312,Steamed,28,8
Summer Salad,Indian,Breakfast,Low-Carb,1138,24.6,138.9,32.5,23.2,19.3,988,261,163,Boiled,23,94
Although Curry,Japanese,Snack,Paleo,628,71.3,34.7,46.5,24.2,48.0,2450,225,232,Fried,46,99
Girl Sandwich,Thai,Breakfast,Vegan,504,38.2,14.1,21.6,3.4,45.6,805,168,378,Fried,54,116
Time Curry,Thai,Breakfast,Paleo,581,70.1,143.8,3.7,10.3,46.2,2363,56,402,Roasted,24,26
Officer Wrap,Japanese,Breakfast,Keto,767,25.3,104.9,40.7,21.2,13.0,688,131,236,Baked,8,36
Where Sandwich,American,Dinner,Keto,907,27.9,87.1,26.1,18.1,10.9,1791,147,366,Baked,52,110
Their Pasta,Chinese,Lunch,Vegan,121,11.8,5.2,30.2,3.3,29.8,1309,99,111,Fried,21,118
Much Rice,Indian,Dinner,Low-Carb,999,19.6,117.6,4.7,0.8,23.7,1097,174,278,Fried,48,66
Process Wrap,Thai,Snack,Vegetarian,106,24.5,18.3,1.7,10.3,0.8,526,178,140,Fried,22,24
Kitchen Rice,Mexican,Dinner,Vegetarian,133,49.0,130.7,38.9,27.5,39.2,899,70,338,Boiled,15,42
Career Sandwich,Indian,Snack,Low-Carb,684,19.0,77.7,40.8,28.9,34.6,1988,187,257,Baked,37,17
Stuff Rice,Thai,Snack,Keto,280,8.0,112.3,15.9,13.9,7.9,1943,161,375,Raw,9,10
Benefit Curry,Indian,Lunch,Low-Carb,655,62.3,118.7,8.8,12.5,32.5,1241,192,455,Steamed,44,69
Nature Sandwich,Mediterranean,Snack,Vegetarian,797,18.3,63.2,2.1,6.3,0.7,1558,59,184,Baked,55,94
Defense Wrap,Indian,Lunch,Keto,873,46.1,143.9,31.2,17.3,28.8,659,145,112,Baked,16,100
Relationship Soup,Japanese,Breakfast,Vegetarian,733,24.1,22.9,16.6,26.9,4.6,2286,44,385,Boiled,40,70
Grow Pasta,Italian,Lunch,Vegan,486,23.9,102.0,34.7,9.9,14.7,2007,1,483,Baked,8,90
Civil Rice,Mexican,Dinner,Keto,901,16.6,59.7,19.0,10.1,17.4,2162,21,188,Steamed,16,15
Detail Salad,Mexican,Snack,Keto,588,36.6,88.3,14.4,2.3,41.8,1643,203,205,Fried,36,86
Quickly Salad,Indian,Lunch,Keto,306,56.7,66.9,19.8,11.7,8.6,1416,116,229,Boiled,19,62
Involve Curry,Italian,Snack,Balanced,517,31.3,137.1,26.4,1.7,1.9,1955,197,446,Baked,14,25
My Sandwich,Italian,Snack,Low-Carb,210,54.9,93.2,18.5,7.6,6.4,1939,122,167,Roasted,8,22
I Stew,Thai,Snack,Balanced,1000,7.7,136.4,23.7,14.7,27.4,1051,287,132,Grilled,30,39
Year Stew,Indian,Dinner,Vegetarian,1161,43.5,24.1,0.8,22.7,22.2,1409,110,431,Steamed,30,37
Run Pasta,Mediterranean,Snack,Vegan,188,5.8,20.3,22.6,12.6,6.9,1895,102,182,Steamed,41,36
He Curry,Thai,Dinner,Keto,410,57.5,41.7,20.5,17.1,9.1,1998,114,450,Boiled,34,78
Good Rice,Chinese,Breakfast,Balanced,925,64.6,47.7,44.5,25.4,47.0,745,215,146,Grilled,40,107
Say Curry,Japanese,Dinner,Keto,533,64.5,109.9,58.1,17.8,38.5,2299,91,328,Fried,10,114
Anything Wrap,Indian,Snack,Vegan,1089,75.7,17.9,19.4,19.6,38.8,1630,260,481,Steamed,44,33
Modern Curry,American,Dinner,Balanced,430,10.8,93.6,20.0,4.7,5.7,2048,51,338,Steamed,6,116
Religious Soup,American,Breakfast,Paleo,219,22.1,21.9,13.4,0.8,6.1,182,277,418,Steamed,49,24
Too Rice,Chinese,Lunch,Paleo,763,12.4,21.4,29.8,22.5,29.2,1184,246,244,Raw,6,94
And Soup,Mexican,Breakfast,Balanced,654,18.0,36.2,46.8,5.8,25.6,1741,160,371,Fried,13,9
Director Wrap,Mexican,Breakfast,Vegetarian,547,47.2,134.8,54.7,29.2,46.0,1371,283,346,Grilled,42,15
Measure Stew,Japanese,Lunch,Paleo,1095,33.2,139.9,53.1,29.9,36.8,1197,287,177,Steamed,47,63
Military Sandwich,Mediterranean,Breakfast,Vegetarian,633,21.9,119.9,33.4,23.7,32.2,1929,179,312,Steamed,52,13
Nothing Rice,Indian,Snack,Paleo,278,67.1,146.2,17.0,8.5,34.8,1805,287,441,Baked,11,37
It Wrap,Italian,Lunch,Vegan,1038,18.5,11.4,5.2,28.9,30.8,601,105,104,Steamed,58,59
Item Wrap,Italian,Snack,Vegan,941,17.8,68.8,40.4,22.7,32.8,206,156,214,Steamed,45,41
Role Stew,American,Snack,Keto,1198,12.3,135.7,38.3,8.0,41.4,2064,283,357,Fried,22,19
Page Rice,Thai,Dinner,Keto,331,9.3,38.6,15.7,1.3,7.3,238,170,294,Baked,53,108
Perform Stew,Japanese,Snack,Vegan,1191,70.1,62.0,34.3,27.9,17.5,1274,93,309,Baked,23,52
Know Curry,Indian,Snack,Vegetarian,671,43.2,35.5,18.6,27.4,8.7,2231,31,380,Raw,60,89
Give Pasta,Indian,Breakfast,Vegetarian,792,64.8,53.3,24.7,23.5,48.4,1166,63,281,Boiled,25,65
Relate Salad,Indian,Lunch,Vegan,757,56.3,116.6,18.7,28.4,35.5,2093,107,136,Baked,27,62
Great Pasta,Mexican,Dinner,Balanced,1192,17.8,109.3,48.0,19.0,21.1,849,20,137,Boiled,49,20
Trip Sandwich,Indian,Dinner,Vegetarian,1165,34.3,36.4,27.9,28.2,19.8,507,167,192,Roasted,5,54
Matter Sandwich,Italian,Snack,Low-Carb,727,36.5,132.5,30.6,20.5,20.1,163,243,350,Boiled,39,45
News Rice,American,Snack,Keto,1176,68.9,113.6,27.3,7.2,12.9,1674,265,108,Grilled,7,75
Mother Rice,Mediterranean,Lunch,Keto,372,67.5,89.0,43.6,15.1,24.8,2191,201,489,Baked,54,70
Daughter Pasta,Italian,Snack,Low-Carb,1076,38.2,58.3,38.5,6.5,35.2,2391,49,111,Baked,18,63
Someone Wrap,American,Dinner,Balanced,1128,51.2,91.7,10.7,14.8,8.5,701,1,445,Grilled,54,27
Development Soup,Italian,Dinner,Balanced,406,44.0,115.5,8.2,5.5,14.6,1868,44,359,Baked,20,9
Budget Stew,Japanese,Snack,Vegan,297,44.7,54.8,5.6,14.1,36.4,750,22,425,Fried,55,43
Town Wrap,Thai,Breakfast,Balanced,498,73.6,137.7,50.8,6.9,10.7,801,293,246,Baked,50,40
Church Stew,Chinese,Breakfast,Keto,327,23.9,124.7,45.5,26.3,16.7,1805,58,235,Raw,10,55
Attack Stew,Mexican,Lunch,Keto,536,29.7,22.4,58.7,26.7,13.4,529,21,419,Steamed,22,22
Process Soup,Indian,Breakfast,Paleo,1024,78.6,106.3,46.2,4.3,39.8,867,57,104,Baked,41,42
Religious Stew,Indian,Snack,Vegetarian,784,38.4,145.0,57.0,28.0,13.3,1635,168,155,Boiled,59,91
Subject Sandwich,Chinese,Dinner,Paleo,487,55.8,47.4,37.7,20.3,19.7,382,104,487,Grilled,8,92
Represent Salad,Indian,Lunch,Keto,808,32.3,95.3,51.3,5.1,14.0,181,15,223,Baked,45,48
Mrs Stew,Italian,Dinner,Paleo,1105,34.2,17.6,56.8,20.1,21.3,1736,266,164,Raw,32,30
Assume Rice,Mexican,Snack,Vegan,397,26.6,137.0,13.5,10.6,47.6,394,166,463,Fried,27,62
Activity Sandwich,Thai,Lunch,Vegan,874,31.0,18.7,15.5,7.7,46.3,1698,57,199,Boiled,20,38
Accept Wrap,American,Lunch,Keto,100,56.6,132.3,31.1,9.2,9.9,1236,22,194,Boiled,27,94
Institution Stew,Mediterranean,Breakfast,Vegan,228,63.0,66.6,36.0,3.7,28.8,1602,179,413,Roasted,22,49
Amount Curry,Mediterranean,Dinner,Keto,654,11.1,45.8,8.8,7.2,34.7,71,103,241,Steamed,23,73
The Wrap,American,Lunch,Vegan,914,28.0,57.6,10.6,17.2,27.4,638,47,404,Fried,31,38
Scene Salad,Thai,Breakfast,Vegan,256,53.0,3.1,50.4,21.5,21.7,1606,65,478,Fried,26,49
Direction Sandwich,Mexican,Lunch,Vegetarian,875,73.4,4.3,28.8,16.7,2.4,1910,47,405,Baked,41,8
Own Salad,Chinese,Dinner,Balanced,150,23.0,65.7,45.2,25.6,6.7,1752,19,342,Raw,7,61
Help Sandwich,Indian,Dinner,Paleo,766,62.8,108.4,17.4,21.6,49.6,88,59,476,Fried,58,20
Star Wrap,Italian,Snack,Balanced,593,63.9,12.5,59.0,26.3,27.8,305,187,155,Baked,15,58
Building Pasta,Japanese,Breakfast,Vegan,388,12.2,80.2,53.5,26.0,1.2,81,16,198,Raw,30,61
Avoid Wrap,Thai,Breakfast,Keto,895,8.8,26.0,59.5,12.6,29.4,883,204,266,Baked,58,63
Me Salad,Indian,Breakfast,Balanced,1000,36.3,11.6,3.5,8.8,12.3,1453,270,420,Fried,16,79
Point Rice,Mexican,Dinner,Vegetarian,881,79.4,112.9,7.4,27.5,43.0,438,139,178,Grilled,33,114
Relationship Salad,Chinese,Lunch,Vegan,487,77.6,137.7,32.3,24.8,44.4,2130,32,478,Raw,36,45
Tax Wrap,Indian,Snack,Paleo,622,25.1,13.1,37.5,11.9,17.6,2229,249,121,Boiled,9,118
Management Stew,Indian,Breakfast,Keto,642,50.3,57.0,19.6,26.4,42.7,1757,159,202,Boiled,5,23
Claim Stew,Mexican,Lunch,Vegetarian,571,79.2,115.7,31.5,9.4,32.1,390,287,276,Raw,10,68
Whole Curry,Mexican,Lunch,Vegan,1155,14.0,116.1,41.6,0.7,42.4,597,149,414,Fried,44,113
Tree Salad,Japanese,Dinner,Vegan,968,8.0,84.9,48.7,13.4,27.3,381,174,348,Fried,59,101
Far Wrap,Indian,Snack,Balanced,477,17.2,43.6,15.6,17.2,35.1,325,87,365,Raw,56,26
Let Rice,Mediterranean,Dinner,Balanced,1010,46.3,19.5,48.7,17.5,33.9,949,292,262,Roasted,41,86
Follow Soup,Indian,Lunch,Vegetarian,850,43.7,16.4,54.5,8.0,45.1,1813,216,370,Baked,48,32
Wife Stew,Japanese,Snack,Balanced,490,6.3,56.6,32.9,15.6,49.3,2050,90,135,Boiled,43,106
Feel Curry,Mexican,Dinner,Low-Carb,482,25.8,14.2,47.5,24.5,37.4,2128,57,131,Roasted,30,104
Water Salad,Mediterranean,Lunch,Vegetarian,715,62.2,7.7,20.9,11.3,16.2,2271,247,287,Roasted,54,96
Environment Soup,Japanese,Breakfast,Vegetarian,1097,66.1,10.0,53.3,3.7,29.2,1729,169,495,Raw,21,117
Blue Soup,American,Snack,Vegetarian,329,26.1,42.3,1.6,14.2,21.5,856,124,324,Fried,53,15
Might Salad,Mexican,Breakfast,Keto,934,7.0,28.2,12.7,28.4,8.6,608,264,325,Baked,43,30
Tell Sandwich,Mexican,Lunch,Keto,437,69.7,35.6,55.5,18.9,8.3,1969,106,239,Baked,51,92
Four Pasta,Japanese,Breakfast,Low-Carb,759,78.0,43.8,54.7,5.3,3.0,1356,7,174,Baked,44,100
Someone Salad,Italian,Snack,Vegetarian,1133,31.1,57.4,54.6,29.5,48.0,1283,118,239,Fried,33,18
Seven Salad,Japanese,Dinner,Balanced,991,75.4,100.9,5.1,17.5,37.2,394,164,427,Raw,34,79
Purpose Salad,Mexican,Dinner,Balanced,914,23.3,128.9,29.1,12.3,34.8,111,75,448,Fried,19,101
Only Soup,Mediterranean,Breakfast,Balanced,606,20.2,120.7,11.9,21.2,12.8,1598,11,251,Raw,25,96
Subject Wrap,American,Snack,Keto,177,60.7,80.6,58.1,10.4,37.9,1806,220,436,Boiled,23,117
The Curry,Mexican,Snack,Keto,882,7.8,49.3,0.1,8.5,4.5,2326,93,427,Steamed,57,110
Follow Salad,Chinese,Dinner,Low-Carb,1017,18.2,143.3,11.5,9.9,30.2,349,102,225,Baked,31,11
Indicate Salad,Japanese,Lunch,Vegan,1166,16.9,128.0,10.9,20.1,15.1,1441,41,287,Steamed,57,38
Design Soup,Mexican,Dinner,Balanced,853,46.0,101.3,25.4,22.0,30.6,701,27,215,Boiled,45,77
Care Salad,American,Breakfast,Low-Carb,1043,31.2,52.1,52.6,21.0,3.1,2133,238,135,Raw,47,56
Most Salad,American,Breakfast,Balanced,313,57.5,12.7,10.4,5.7,28.4,1941,213,121,Baked,58,87
Room Curry,Italian,Snack,Balanced,959,55.6,57.6,32.5,19.4,29.3,1260,90,381,Fried,26,98
Film Stew,Indian,Snack,Low-Carb,665,40.4,75.8,59.5,15.7,27.8,2101,279,217,Roasted,21,5
Inside Pasta,Japanese,Dinner,Vegan,486,11.6,116.3,33.2,14.2,1.6,1833,147,383,Roasted,25,36
Tv Curry,American,Snack,Keto,772,74.7,63.0,34.3,14.3,49.1,442,132,389,Steamed,28,72
Letter Soup,Chinese,Dinner,Vegetarian,276,42.7,58.8,37.0,14.3,34.9,1759,269,180,Fried,34,34
Prepare Curry,Mexican,Breakfast,Vegan,271,13.8,8.7,23.4,10.8,37.6,1360,196,360,Boiled,37,75
